Kingdom Phylum Class Order Family Genus Species Kingdom.Confidence Phylum.Confidence Class.Confidence Order.Confidence Family.Confidence Genus.Confidence
faf421e06b613bbf220198b3c1c0d67b Bacteria Verrucomicrobiota NA NA NA NA NA 1.00 0.57 0.49 0.49 0.49 0.49
2eddd4d565b803ceaf6ea4603eb66d9d Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae Candidatus_Omnitrophus NA 1.00 0.77 0.71 0.71 0.70 0.70
9e8842c5001e6ba73a13701f3e965425 Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae Candidatus_Omnitrophus NA 1.00 0.77 0.73 0.73 0.72 0.72
565eae8079832754d65a43fec3c0571f Bacteria Verrucomicrobiota Omnitrophia Omnitrophales NA NA NA 0.97 0.55 0.54 0.54 0.30 0.30
170226e9d577930fda5d0a596c4a95c2 Bacteria Verrucomicrobiota Omnitrophia Omnitrophales NA NA NA 0.99 0.54 0.53 0.53 0.29 0.29
b7431741ee3061dc73890dccd2a6f9c6 Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae Candidatus_Omnitrophus NA 0.99 0.73 0.71 0.71 0.55 0.55
36bd3ebf46ae90af0dbf45e75af196cd Bacteria Verrucomicrobiota Omnitrophia Omnitrophales NA NA NA 0.99 0.56 0.54 0.54 0.44 0.44
918da129b5ce88fa59081b0e02458f3b Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae Candidatus_Omnitrophus NA 0.99 0.53 0.53 0.53 0.53 0.53
bf3b59d3d6711f7b196097f4f4a95d59 Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae Candidatus_Omnitrophus NA 1.00 0.93 0.93 0.93 0.93 0.93
5d5ece85a0e788a6143aaaf09666dcc2 Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae Candidatus_Omnitrophus NA 1.00 0.94 0.94 0.94 0.94 0.94
7bf50adf989c4ba88196fe0e75282224 Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae Candidatus_Omnitrophus NA 1.00 0.88 0.87 0.87 0.87 0.87
2f41723e20c44e90abdc568d0305f3e3 Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae Candidatus_Omnitrophus NA 1.00 1.00 1.00 1.00 1.00 1.00
ace75f9cd17efff861dddf9f5fe2beb2 Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae Candidatus_Omnitrophus NA 1.00 0.99 0.99 0.99 0.99 0.99
5d00bca176dc4458ffd2a534f2adc20e Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae Candidatus_Omnitrophus NA 1.00 1.00 1.00 1.00 1.00 1.00
4ed6a2ff6e44d1b0f57ab15a6fa94ba8 Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae Candidatus_Omnitrophus NA 1.00 1.00 1.00 1.00 1.00 1.00
2952a29e9df97dffca1d69cfd3f45d1c Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae Candidatus_Omnitrophus NA 1.00 0.99 0.99 0.99 0.99 0.99
1f13a0126783529bd5ffe4b3f0c4c40a Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae Candidatus_Omnitrophus NA 1.00 0.97 0.97 0.97 0.97 0.97
bd0e125bf18c50984239088bd4556ae2 Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae Candidatus_Omnitrophus NA 1.00 0.99 0.99 0.99 0.99 0.99
d74bcd8dbe3d860794928e2c73981051 Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae Candidatus_Omnitrophus NA 1.00 1.00 1.00 1.00 1.00 1.00
57fbf7f9486d06eff74e07ca0b457439 Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae Candidatus_Omnitrophus NA 1.00 0.99 0.99 0.99 0.99 0.99
dc9296c7f3923b60028feadefe12c615 Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae Candidatus_Omnitrophus NA 1.00 0.99 0.99 0.99 0.99 0.99
7093ebd9a97d0216bb2c28c034908c7c Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae Candidatus_Omnitrophus NA 1.00 1.00 1.00 1.00 1.00 1.00
fa98f9ea4b163f29aa3c259f34bb7c3a Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae Candidatus_Omnitrophus NA 1.00 0.99 0.99 0.99 0.99 0.99
7f294ae63fcd0883703acb50cde44336 Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae Candidatus_Omnitrophus NA 1.00 0.97 0.97 0.97 0.97 0.97
2afd3ec41c3d2c3a961a0745caaf8cf9 Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae Candidatus_Omnitrophus NA 1.00 0.92 0.92 0.92 0.92 0.92
4cebc0277e78ed6062a87f34bd886119 Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae Candidatus_Omnitrophus NA 1.00 0.92 0.92 0.92 0.91 0.91
f3573375743c75cb9853f46388e9cf05 Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae Candidatus_Omnitrophus NA 1.00 0.98 0.98 0.98 0.98 0.98
b2f4d8a590440110b64756ea2c971b0d Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae Candidatus_Omnitrophus NA 1.00 1.00 1.00 1.00 1.00 1.00
f5228f6663a1649371b111702f426da1 Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae Candidatus_Omnitrophus NA 1.00 0.70 0.70 0.70 0.67 0.67
b2744c5ef939d4a336026167d66628e9 Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae Candidatus_Omnitrophus NA 1.00 0.58 0.57 0.57 0.57 0.57
27ad0e42240c9ce167884e708aec4cc2 Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae Candidatus_Omnitrophus NA 0.99 0.77 0.67 0.67 0.66 0.66
0209de96c66ff9447ea85cfbc31f3288 Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae Candidatus_Omnitrophus NA 0.97 0.78 0.78 0.78 0.75 0.75
7fa5d53f4dfaa8192f49e4e141940616 Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae Candidatus_Omnitrophus NA 0.99 0.78 0.78 0.78 0.78 0.78
7055a29aa9491897c68c657382344c21 Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae Candidatus_Omnitrophus NA 0.99 0.80 0.80 0.80 0.80 0.80
14240b671038be5eed437b00233ff982 Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae Candidatus_Omnitrophus NA 1.00 0.89 0.88 0.88 0.87 0.87
d3fdbcd4f225f713359707ba889bb4ca Bacteria NA NA NA NA NA NA 0.99 0.42 0.42 0.42 0.41 0.41
2ec4427fe39a27ad5b1c20661d110478 Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae Candidatus_Omnitrophus NA 1.00 0.90 0.90 0.90 0.90 0.90
c7b010fe7b766898e4f2dae1fd706559 Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae Candidatus_Omnitrophus NA 0.99 0.83 0.77 0.77 0.76 0.76
bc1e25a0f53eaec09f10a9b8c6a6c842 Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae Candidatus_Omnitrophus NA 1.00 0.94 0.91 0.91 0.87 0.87
98964c4dfd4c3305a99cf3ae1d175621 Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae Candidatus_Omnitrophus NA 0.97 0.65 0.60 0.60 0.59 0.59
c1567d06a8e93079ec3604134ae8fbc0 Bacteria NA NA NA NA NA NA 1.00 0.35 0.33 0.33 0.30 0.30
71d8e914f26daae2af13bbed7b8b60af Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae Candidatus_Omnitrophus NA 0.97 0.68 0.67 0.67 0.63 0.63
57d0d70c13eeb035f72b20e36178032c Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae Candidatus_Omnitrophus NA 1.00 0.66 0.65 0.65 0.65 0.65
1204fb1be3c88a5d2a690ba70f6a00be Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae Candidatus_Omnitrophus NA 0.99 0.76 0.76 0.76 0.76 0.76
46ecb87078621edd601efb455c25dce2 Bacteria NA NA NA NA NA NA 0.98 0.43 0.41 0.41 0.40 0.40
ac48e1fa8a73ad71a6107b9523f9b032 Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae Candidatus_Omnitrophus NA 0.96 0.55 0.55 0.55 0.55 0.55
5b89cc39c7d4fea1ed3a0c2b5d9f6294 Bacteria NA NA NA NA NA NA 0.98 0.42 0.42 0.42 0.40 0.40
d4c8e19f2b0e381d25c9659a59795e6c Bacteria NA NA NA NA NA NA 0.98 0.45 0.45 0.45 0.45 0.45
693c8aa8885696b7e02f1da243c6c9ee Bacteria NA NA NA NA NA NA 0.96 0.46 0.43 0.43 0.42 0.42
2e1e5cc1774239ef80b70f89c706e4b5 Bacteria NA NA NA NA NA NA 0.97 0.44 0.44 0.44 0.44 0.44
07c9bf849e41eb93e41b24ef4d2f2d89 Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae Candidatus_Omnitrophus NA 0.97 0.55 0.54 0.54 0.53 0.53
6ea5997a3df13bb0603d8bec65756ec2 Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae Candidatus_Omnitrophus NA 0.98 0.57 0.56 0.56 0.55 0.55
2a4e06eaadb9b45a8965028cf422dd43 Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae Candidatus_Omnitrophus NA 0.99 0.72 0.70 0.70 0.66 0.66
21effe641332c175a012ab88609b22df Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae Candidatus_Omnitrophus NA 1.00 0.66 0.64 0.64 0.63 0.63
ba75b5e389a1083310c75f8835019273 Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae Candidatus_Omnitrophus NA 1.00 0.73 0.71 0.71 0.70 0.70
57af7f3d2eb16c69f632348987fe23b8 Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae Candidatus_Omnitrophus NA 0.99 0.80 0.80 0.80 0.74 0.74
f386d9323b374d5de49994d14461ffce Bacteria Verrucomicrobiota NA NA NA NA NA 0.93 0.51 0.44 0.44 0.40 0.40
6ed9a2157fc96fd89017020526482d34 Bacteria NA NA NA NA NA NA 0.98 0.44 0.18 0.18 0.18 0.18
fe44bbf136135e48b0f960f93726f64f Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae Candidatus_Omnitrophus NA 1.00 0.78 0.78 0.78 0.78 0.78
6df28cc8d1c3ca73a5c32d93e6c141e8 Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae Candidatus_Omnitrophus NA 0.94 0.69 0.68 0.68 0.68 0.68
4d10562f842dbe30f6aadd268b5f1b2c Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae Candidatus_Omnitrophus NA 0.97 0.50 0.50 0.50 0.50 0.50
03f69d9734ec2e1a68b1bfb35ba84494 Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae Candidatus_Omnitrophus NA 0.96 0.77 0.76 0.76 0.74 0.74
acb06f083b1a137feaa87e9ad8de6865 Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae Candidatus_Omnitrophus NA 0.98 0.67 0.67 0.67 0.67 0.67
97c760d44e1a7537a2b7249f4e3c8646 Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae Candidatus_Omnitrophus NA 0.93 0.58 0.58 0.58 0.57 0.57
8ca10a32ebed6e528b988f40a5efd1ce Bacteria NA NA NA NA NA NA 0.95 0.43 0.42 0.42 0.41 0.41
81ed08ec5acb5d03b8be168ce127e808 Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae Candidatus_Omnitrophus NA 0.95 0.60 0.60 0.60 0.57 0.57
12cd54f6a8375076b544333bcfd9f602 Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae Candidatus_Omnitrophus NA 0.97 0.54 0.54 0.54 0.54 0.54
095b13ce17a2b5cc36810364120f175f Bacteria NA NA NA NA NA NA 0.89 0.44 0.44 0.44 0.44 0.44
b71d25554c64b8cc438b9a4060e2a0c7 Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae Candidatus_Omnitrophus NA 0.98 0.88 0.88 0.88 0.87 0.87
953fbb391c1986e1dc0abda642348d54 Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae Candidatus_Omnitrophus NA 0.97 0.54 0.52 0.52 0.50 0.50
18cb4dad3040cd40f71ca509a0a89d97 Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae Candidatus_Omnitrophus NA 0.96 0.63 0.63 0.63 0.59 0.59
e7dee9376ba70e94c19666dadaa00fa4 Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae Candidatus_Omnitrophus NA 0.95 0.70 0.69 0.69 0.68 0.68
8153b154ed27455f2e12ce2d804df6fb Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae Candidatus_Omnitrophus NA 0.96 0.70 0.62 0.62 0.57 0.57
e07784caf9f0f5190e814722134db840 Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae Candidatus_Omnitrophus NA 0.98 0.69 0.63 0.63 0.61 0.61
085ecc6cab7ce5463901b34d68be9b8c Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae Candidatus_Omnitrophus NA 1.00 0.70 0.69 0.69 0.66 0.66
369b4ff05d3981928fcc2db1ef10c2dc Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae Candidatus_Omnitrophus NA 0.97 0.63 0.61 0.61 0.61 0.61
0bb358d79ccb08c90e3b26a0cbed56de Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae Candidatus_Omnitrophus NA 1.00 0.72 0.71 0.71 0.71 0.71
9e593cae968105311db182e9571fae15 Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae Candidatus_Omnitrophus NA 1.00 0.75 0.75 0.75 0.75 0.75
fb34859c3d021f9da80317e55415ae07 Bacteria NA NA NA NA NA NA 0.85 0.33 0.32 0.32 0.28 0.28
1e44ba2b9ed4ae1da51ad3d305126d12 Bacteria NA NA NA NA NA NA 0.92 0.49 0.46 0.46 0.42 0.42
bc2ac5984da8f0d88a63fcd8c9e47c7b Bacteria NA NA NA NA NA NA 0.88 0.32 0.32 0.32 0.27 0.27
d5ca904b5192b946e03fc708d188573f Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae Candidatus_Omnitrophus NA 1.00 0.74 0.74 0.74 0.73 0.73
c83dfa50e437bbc40898fd001cba5c26 Bacteria NA NA NA NA NA NA 0.98 0.49 0.47 0.47 0.46 0.46
ef1005882180e7a150b44d102bc7359a Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae Candidatus_Omnitrophus NA 0.97 0.53 0.53 0.53 0.52 0.52
38f27574adb6fd4798e7511c49948440 Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae Candidatus_Omnitrophus NA 0.96 0.70 0.69 0.69 0.68 0.68
07ebff3e24e221f1b325fbf1e0af655a Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae Candidatus_Omnitrophus NA 0.98 0.66 0.66 0.66 0.52 0.52
3a64404d3a3caffca4ae297390a9ace9 Bacteria Verrucomicrobiota Omnitrophia Omnitrophales NA NA NA 0.96 0.62 0.60 0.60 0.47 0.47
466acb0ea8c003eb4b1c9293916c9b5a Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae Candidatus_Omnitrophus NA 0.97 0.62 0.60 0.60 0.58 0.58
250faebc7c8afd0968a530a251cb5e2a Bacteria NA NA NA NA NA NA 0.96 0.47 0.15 0.15 0.15 0.15
a8129332b394b57bb4ab926880c57a98 Bacteria NA NA NA NA NA NA 0.89 0.40 0.15 0.15 0.15 0.15
26c5e74adf15cdad71e2fda64d697e44 Bacteria NA NA NA NA NA NA 0.86 0.46 0.11 0.11 0.11 0.11
903df6e45c3397d1c92932b3665ee7ab Bacteria NA NA NA NA NA NA 0.91 0.02 0.02 0.02 0.02 0.02
46b3790625afa31463cb157b0979ee97 Bacteria NA NA NA NA NA NA 0.82 0.25 0.09 0.05 0.05 0.05
324c693a2877f11a66db455f34c5d5b8 Bacteria NA NA NA NA NA NA 0.89 0.06 0.06 0.03 0.03 0.03
ea14399a9e92f91aa8e5e5f0933ad8ec Bacteria NA NA NA NA NA NA 0.86 0.05 0.04 0.04 0.04 0.04
476c402e0d3c0667321ccf4a75916959 Bacteria NA NA NA NA NA NA 0.97 0.28 0.28 0.28 0.28 0.28
91560fa0b40102f0d4867743173e1639 Bacteria NA NA NA NA NA NA 0.93 0.30 0.22 0.16 0.05 0.05
ecb0580b0e9524ace22664deac0e1815 Bacteria NA NA NA NA NA NA 0.85 0.40 0.38 0.38 0.37 0.37
c1a6bb829dd2455c0f4df7c2317d25f7 Bacteria NA NA NA NA NA NA 0.95 0.44 0.44 0.44 0.35 0.35
202a32daed79e5c8a100fdb918447086 Bacteria NA NA NA NA NA NA 0.95 0.38 0.38 0.38 0.33 0.33
883bc1de447ada6810198410691f8192 Bacteria NA NA NA NA NA NA 0.88 0.37 0.36 0.36 0.35 0.35
5082fa70a1bdf92d164c71dd14d4eab2 Bacteria NA NA NA NA NA NA 0.95 0.39 0.39 0.39 0.36 0.36
f946c2f7795ce135418668d9a61f6171 Bacteria NA NA NA NA NA NA 0.94 0.32 0.31 0.31 0.31 0.31
ab01677f4720a49c7eed4a238ab504bf Bacteria NA NA NA NA NA NA 0.88 0.06 0.06 0.06 0.06 0.05
4abbde4e93db4293eb7ca1129076a7ed Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae Candidatus_Omnitrophus NA 0.99 0.69 0.67 0.67 0.67 0.67
4564fbe30042e427285d422d263e30ca Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae Candidatus_Omnitrophus NA 0.98 0.71 0.71 0.71 0.71 0.71
2eb88cdc1a02cce9c9f7a60100704bad Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae Candidatus_Omnitrophus NA 0.98 0.73 0.73 0.73 0.72 0.72
d1cca0d12350f02d2759484d3257830e Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae Candidatus_Omnitrophus NA 0.95 0.79 0.78 0.78 0.77 0.77
dbd6817cd5f442675a2b6ea18d7e7a39 Bacteria NA NA NA NA NA NA 0.93 0.39 0.38 0.38 0.38 0.38
7ac50d641c00e7284dfd93670852a9ea Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae Candidatus_Omnitrophus NA 0.98 0.67 0.67 0.67 0.65 0.65
4803e687cd069dc03086a21cd309c39f Bacteria Verrucomicrobiota Omnitrophia Omnitrophales NA NA NA 0.95 0.55 0.51 0.51 0.48 0.48
2ac72760634444d9b825c1fef284d842 Bacteria NA NA NA NA NA NA 0.97 0.41 0.39 0.39 0.28 0.28
e2edba3d364e7b8391ca506f7b87a86a Bacteria NA NA NA NA NA NA 0.92 0.25 0.24 0.24 0.23 0.23
0189f2cff53d399a2ce22266cd4a0431 Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae Candidatus_Omnitrophus NA 0.96 0.65 0.62 0.62 0.60 0.60
ea5168419860957146d75631a0f364ee Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae Candidatus_Omnitrophus NA 0.99 0.78 0.77 0.77 0.77 0.77
a453a3f150ce9f491d3b43ff8deff129 Bacteria NA NA NA NA NA NA 0.86 0.33 0.30 0.29 0.24 0.24
5098e959cbe51bac5666e62844fd829e Bacteria NA NA NA NA NA NA 0.95 0.49 0.46 0.46 0.39 0.39
f898bccc16840966ad5144e312f3394a Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae Candidatus_Omnitrophus NA 0.99 0.77 0.76 0.76 0.69 0.69
e8938e76e715021254bd46ae4e5f4714 Bacteria NA NA NA NA NA NA 0.97 0.46 0.44 0.44 0.44 0.44
670db79d367d2eee322254598afa864e Bacteria NA NA NA NA NA NA 0.99 0.37 0.37 0.37 0.36 0.36
a3b722aa24a146735b8d22cd9d16001f Bacteria NA NA NA NA NA NA 0.99 0.37 0.37 0.37 0.37 0.37
e9ba90fe470c1fdb4f57a4ae4c3720fc Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae Candidatus_Omnitrophus NA 1.00 0.67 0.66 0.66 0.66 0.66
981c8c6426fa8d0f91acd0bec99cfd96 Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae Candidatus_Omnitrophus NA 1.00 0.83 0.83 0.83 0.83 0.83
4cfae59d783ef327a4ff9bfa9be1988a Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae Candidatus_Omnitrophus NA 1.00 0.90 0.90 0.90 0.90 0.90
3f0cdc3700f28f6cc85c687a0b283058 Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae Candidatus_Omnitrophus NA 1.00 0.82 0.81 0.81 0.81 0.81
c7071d06a253f3a1fb5ccd6093aea16c Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae Candidatus_Omnitrophus NA 0.99 0.76 0.75 0.75 0.74 0.74
74f77600366f47897c44ab7319733c07 Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae Candidatus_Omnitrophus NA 1.00 0.82 0.82 0.82 0.82 0.82
ff19e2f934c27963628cab7ee6eaaca8 Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae Candidatus_Omnitrophus NA 1.00 0.72 0.72 0.72 0.72 0.72
a39f1cb9c01ccdd1f257560b11ca5d0b Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae Candidatus_Omnitrophus NA 0.98 0.67 0.67 0.67 0.65 0.65
007b5520c252938d9bd4a6e856235718 Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae Candidatus_Omnitrophus NA 1.00 0.94 0.94 0.94 0.87 0.87
8fe8473dc15017c5c0f408a605c98b80 Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae Candidatus_Omnitrophus NA 1.00 0.98 0.98 0.98 0.98 0.98
50fd12f7a98ef1d7e396838b0682b4c6 Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae Candidatus_Omnitrophus NA 0.98 0.77 0.77 0.77 0.76 0.76
006212473d907771f4bfe2999dd8d0b1 Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae Candidatus_Omnitrophus NA 1.00 0.86 0.86 0.86 0.82 0.82
a68229c00c166f750b03a05fecdebd1a Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae Candidatus_Omnitrophus NA 0.95 0.62 0.62 0.62 0.58 0.58
24874804d58fb882ebffa1a6ef3b085f Bacteria NA NA NA NA NA NA 1.00 0.41 0.41 0.41 0.41 0.41
7a8199016400e8281f4ac17e8a121bbd Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae Candidatus_Omnitrophus NA 1.00 0.83 0.82 0.82 0.81 0.81
e5fa3a9ee7bb3f43f3ba76146b65ae09 Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae Candidatus_Omnitrophus NA 1.00 0.60 0.60 0.60 0.57 0.57
e231a8de288f88a69e1d81c63229c2f5 Bacteria NA NA NA NA NA NA 0.98 0.48 0.48 0.48 0.40 0.40
cd216e2269e725f9e48915a9f0324c93 Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae Candidatus_Omnitrophus NA 0.99 0.60 0.60 0.60 0.56 0.56
eb89628cf4f0e696d99740e739a8d103 Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae Candidatus_Omnitrophus NA 0.96 0.64 0.64 0.64 0.62 0.62
f47675464fdedba457543867a1f0e0f3 Bacteria NA NA NA NA NA NA 0.93 0.34 0.31 0.31 0.24 0.24
c66a3e0aee02468327d622184caf41ce Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae Candidatus_Omnitrophus NA 0.97 0.66 0.64 0.64 0.54 0.54
0792fc056d4ce5d3fc7eefa2e39ea131 Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae Candidatus_Omnitrophus NA 0.99 0.67 0.67 0.67 0.65 0.65
2f6b4a2b95eb6029e49145fc60571bf1 Bacteria NA NA NA NA NA NA 0.91 0.49 0.47 0.47 0.41 0.41
689e6542dffd30423d9c47572a21ec21 Bacteria Verrucomicrobiota Omnitrophia Omnitrophales NA NA NA 0.93 0.69 0.67 0.67 0.60 0.60
a1118b2f58cba4ad0b5af3cb7c105ac9 Bacteria Verrucomicrobiota Omnitrophia Omnitrophales NA NA NA 1.00 0.63 0.63 0.63 0.55 0.55
9488791a0a178f722cc4422b692ded22 Bacteria NA NA NA NA NA NA 1.00 0.48 0.48 0.48 0.39 0.39
47e83b9aebbbba921b39ab49a7855686 Bacteria NA NA NA NA NA NA 1.00 0.12 0.10 0.10 0.10 0.10
54c87efeed7745afe0091b9f1ad63fb0 Bacteria NA NA NA NA NA NA 0.98 0.16 0.15 0.15 0.15 0.15
75414351d06446d5c9bd2f16899d82bd Bacteria NA NA NA NA NA NA 0.99 0.41 0.41 0.41 0.29 0.29
f51eced6a5d8b9d8ad269bcd5768b48e Bacteria NA NA NA NA NA NA 0.97 0.47 0.47 0.47 0.40 0.40
68817daee8a926e33fa68c59105dbf7d Bacteria Verrucomicrobiota Omnitrophia Omnitrophales NA NA NA 1.00 0.50 0.50 0.50 0.45 0.45
f7f1738f3babdbdb6c31a4d51b068b95 Bacteria NA NA NA NA NA NA 0.99 0.28 0.24 0.24 0.21 0.21
b03fbf8966d43c9220ee04942655edfe Bacteria NA NA NA NA NA NA 0.97 0.17 0.04 0.04 0.04 0.04
46b72823e7dbbf3190988ba96355e31d Bacteria NA NA NA NA NA NA 0.97 0.25 0.19 0.14 0.13 0.13
2dfd436f62b21e7ffe84de3e728365c1 Bacteria NA NA NA NA NA NA 1.00 0.17 0.12 0.12 0.12 0.07
4f5cfddbf3435ed490949773f10585af Bacteria NA NA NA NA NA NA 0.99 0.05 0.05 0.05 0.05 0.05
5440851c0170f2e4abddbf8d2d2e86ca Bacteria NA NA NA NA NA NA 0.99 0.37 0.37 0.37 0.24 0.24
4413665f9fd9b07649ed9a27fff633c9 Bacteria NA NA NA NA NA NA 0.98 0.38 0.37 0.37 0.18 0.18
4f46427df1896256d113afa5dc8b587b Bacteria NA NA NA NA NA NA 0.99 0.42 0.41 0.41 0.25 0.25
41f73f0c59fba5ff1865076184ab9fe4 Bacteria NA NA NA NA NA NA 0.98 0.34 0.34 0.34 0.26 0.26
2895d1697290253cc7936d466eb60bd0 Bacteria NA NA NA NA NA NA 0.94 0.23 0.06 0.06 0.06 0.06
